Eclipse,1,3
200.0 , 0.0
199.969539031 , 1.74524064373
199.878165404 , 3.48994967025
199.725906951 , 5.23359562429
199.512810052 , 6.97564737441
199.238939618 , 8.71557427477
198.904379074 , 10.4528463268
198.509230328 , 12.1869343405
198.053613748 , 13.917310096
197.537668119 , 15.643446504
196.961550602 , 17.3648177667
196.32543669 , 19.0808995377
195.629520147 , 20.7911690818
194.874012957 , 22.4951054344
194.059145255 , 24.19218956
193.185165258 , 25.8819045103
192.252339188 , 27.5637355817
191.260951193 , 29.2371704723
190.211303259 , 30.9016994375
189.10371512 , 32.5568154457
187.938524157 , 34.2020143326
186.716085299 , 35.8367949545
185.436770913 , 37.4606593416
184.10097069 , 39.0731128489
182.709091529 , 40.6736643076
181.261557407 , 42.2618261741
179.75880926 , 43.8371146789
178.201304838 , 45.399049974
176.589518572 , 46.9471562786
174.923941428 , 48.4809620246
173.205080757 , 50.0
171.43346014 , 51.503807491
169.609619231 , 52.9919264233
167.734113589 , 54.4639035015
165.807514511 , 55.9192903471
163.830408858 , 57.3576436351
161.803398875 , 58.7785252292
159.727102009 , 60.1815023152
157.602150721 , 61.5661475326
155.429192291 , 62.932039105
153.208888624 , 64.2787609687
150.941916045 , 65.6059028991
148.628965095 , 66.9130606359
146.270740324 , 68.1998360062
143.867960068 , 69.4658370459
141.421356237 , 70.7106781187
138.931674092 , 71.9339800339
136.399672012 , 73.1353701619
133.826121272 , 74.3144825477
131.211805798 , 75.4709580223
128.557521937 , 76.6044443119
125.86407821 , 77.7145961457
123.132295065 , 78.8010753607
120.36300463 , 79.8635510047
117.557050458 , 80.9016994375
114.71528727 , 81.9152044289
111.838580694 , 82.9037572555
108.927807003 , 83.8670567945
105.983852847 , 84.8048096156
103.007614982 , 85.7167300702
100.0 , 86.6025403784
96.9619240493 , 87.4619707139
93.8943125572 , 88.2947592859
90.7980999479 , 89.1006524188
87.6742293578 , 89.8794046299
84.5236523481 , 90.6307787037
81.3473286152 , 91.3545457643
78.1462256979 , 92.0504853452
74.9213186832 , 92.7183854567
71.6735899091 , 93.3580426497
68.4040286651 , 93.9692620786
65.1136308914 , 94.5518575599
61.803398875 , 95.1056516295
58.4743409445 , 95.6304755963
55.1274711634 , 96.1261695938
51.7638090205 , 96.5925826289
48.3843791199 , 97.0295726276
44.9902108688 , 97.4370064785
41.5823381636 , 97.8147600734
38.1617990753 , 98.1627183448
34.7296355334 , 98.4807753012
31.286893008 , 98.7688340595
27.834620192 , 99.0268068742
24.373868681 , 99.2546151641
20.9056926535 , 99.4521895368
17.4311485495 , 99.6194698092
13.9512947488 , 99.756405026
10.4671912486 , 99.8629534755
6.9798993405 , 99.9390827019
3.49048128746 , 99.9847695156
1.22460635382e-14 , 100.0
-3.49048128746 , 99.9847695156
-6.9798993405 , 99.9390827019
-10.4671912486 , 99.8629534755
-13.9512947488 , 99.756405026
-17.4311485495 , 99.6194698092
-20.9056926535 , 99.4521895368
-24.373868681 , 99.2546151641
-27.834620192 , 99.0268068742
-31.286893008 , 98.7688340595
-34.7296355334 , 98.4807753012
-38.1617990753 , 98.1627183448
-41.5823381636 , 97.8147600734
-44.9902108688 , 97.4370064785
-48.3843791199 , 97.0295726276
-51.7638090205 , 96.5925826289
-55.1274711634 , 96.1261695938
-58.4743409445 , 95.6304755963
-61.803398875 , 95.1056516295
-65.1136308914 , 94.5518575599
-68.4040286651 , 93.9692620786
-71.6735899091 , 93.3580426497
-74.9213186832 , 92.7183854567
-78.1462256979 , 92.0504853452
-81.3473286152 , 91.3545457643
-84.5236523481 , 90.6307787037
-87.6742293578 , 89.8794046299
-90.7980999479 , 89.1006524188
-93.8943125572 , 88.2947592859
-96.9619240493 , 87.4619707139
-100.0 , 86.6025403784
-103.007614982 , 85.7167300702
-105.983852847 , 84.8048096156
-108.927807003 , 83.8670567945
-111.838580694 , 82.9037572555
-114.71528727 , 81.9152044289
-117.557050458 , 80.9016994375
-120.36300463 , 79.8635510047
-123.132295065 , 78.8010753607
-125.86407821 , 77.7145961457
-128.557521937 , 76.6044443119
-131.211805798 , 75.4709580223
-133.826121272 , 74.3144825477
-136.399672012 , 73.1353701619
-138.931674092 , 71.9339800339
-141.421356237 , 70.7106781187
-143.867960068 , 69.4658370459
-146.270740324 , 68.1998360062
-148.628965095 , 66.9130606359
-150.941916045 , 65.6059028991
-153.208888624 , 64.2787609687
-155.429192291 , 62.932039105
-157.602150721 , 61.5661475326
-159.727102009 , 60.1815023152
-161.803398875 , 58.7785252292
-163.830408858 , 57.3576436351
-165.807514511 , 55.9192903471
-167.734113589 , 54.4639035015
-169.609619231 , 52.9919264233
-171.43346014 , 51.503807491
-173.205080757 , 50.0
-174.923941428 , 48.4809620246
-176.589518572 , 46.9471562786
-178.201304838 , 45.399049974
-179.75880926 , 43.8371146789
-181.261557407 , 42.2618261741
-182.709091529 , 40.6736643076
-184.10097069 , 39.0731128489
-185.436770913 , 37.4606593416
-186.716085299 , 35.8367949545
-187.938524157 , 34.2020143326
-189.10371512 , 32.5568154457
-190.211303259 , 30.9016994375
-191.260951193 , 29.2371704723
-192.252339188 , 27.5637355817
-193.185165258 , 25.8819045103
-194.059145255 , 24.19218956
-194.874012957 , 22.4951054344
-195.629520147 , 20.7911690818
-196.32543669 , 19.0808995377
-196.961550602 , 17.3648177667
-197.537668119 , 15.643446504
-198.053613748 , 13.917310096
-198.509230328 , 12.1869343405
-198.904379074 , 10.4528463268
-199.238939618 , 8.71557427477
-199.512810052 , 6.97564737441
-199.725906951 , 5.23359562429
-199.878165404 , 3.48994967025
-199.969539031 , 1.74524064373
